,Unnamed: 0,text,dic_rounded,lsvc,knn,mnb,lsvc_bin,knn_bin,mnb_bin,entities,candidate
168,168,"RT @jimmyfaitlcon: La vie d'ma mère j'vais les bomber , y m'connaissent pas putain je vais craquer... #2017LeDebat  ",0,1,2,1,1,1,1,None,None
169,169,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
170,170,RT @Siphano: Macron est sacrément calé dans ce qu'il dit pour quelqu'un qui n'a soit disant pas de programme.. #2017LeDébat ,0,2,2,2,0,1,0,Macron,Macron
171,171,"RT @Siphano: MLP a peut être dediabolisé le FN , mais elle prouve ce soir qu'elle n'est pas capable de faire mieux qu'un débat de bistrot. #… ",1,2,2,2,0,0,0,MLP,None
172,172,"RT @SteeveBriois: #Macron est apparu comme le candidat de Hollande , assumant le bilan de Hollande. Le changement ne viendra que de Marine !… ",1,2,2,2,1,0,0,"Hollande,Hollande,Marine,#Macron",None
173,173,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
174,174,RT @Siphano: MLP est ridicule elle est venu pour attaquer et non débattre. Son temps de parole lui sert à critiquer son adversaire. Risible… ,0,2,2,2,0,1,0,MLP,None
175,175,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
176,176,RT @Siphano: MLP est ridicule elle est venu pour attaquer et non débattre. Son temps de parole lui sert à critiquer son adversaire. Risible… ,0,2,2,2,0,1,0,MLP,None
177,177,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
178,178,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",0,2,2,2,0,0,0,"Journaliste Vos,LePen Vous",LePen
179,179,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",0,2,2,2,0,0,0,"Journaliste Vos,LePen Vous",LePen
180,180,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
181,181,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",0,2,2,2,0,0,0,"Journaliste Vos,LePen Vous",LePen
182,182,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
183,183,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
184,184,The latest Le Journal d'Uqbar!   #2017ledebat ,Nan,2,2,2,0,0,1,Uqbar,None
185,185,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",0,2,2,2,0,0,0,"Journaliste Vos,LePen Vous",LePen
186,186,@GillesBouleau en basket vous avez deja vu sa ? #TF1Presidentielle2017 #2017LeDebat ,Nan,2,2,2,0,1,0,None,None
187,187,RT @SteeveBriois: #Macron / #Hollande : même bilan ! Vous en revoulez pour 5 ans ? #Débat2017 #2017LeDébat ,Nan,2,2,2,1,1,1,#Macron,Macron
188,188,"RT @AQuatennens: #2017LeDebat  Après un tel vide , une certitude : Quelle que soit l'issue , ça ne tiendra pas 5 ans. Tenons-nous prêts ! #Re… ",0,2,2,2,0,1,0,None,None
189,189,RT @iRickou: Le représentant du #FN à #LaRéunion indique que #Mandela était un terroriste... C'est aberrant et surtout un blasphème.. #2017… ,0,2,2,2,0,0,0,None,None
190,190,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
191,191,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
192,192,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",0,2,2,2,0,0,0,"Journaliste Vos,LePen Vous",LePen
193,193,RT @lescogriffe1: Des débatteurs en herbe. #LeGrandDebat #LePenMacron #2017LeDebat #legrandnimportequoi #ecologie ,0,2,2,2,0,0,1,#LePenMacron,LePen
194,194,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
#2017LeDebat  #GrandDebat 
  ",1,2,2,2,0,0,1,Leees,None
195,195,RT @iRickou: Le représentant du #FN à #LaRéunion indique que #Mandela était un terroriste... C'est aberrant et surtout un blasphème.. #2017… ,0,2,2,2,0,0,0,None,None
196,196,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
197,197,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",0,2,2,2,0,0,0,"Journaliste Vos,LePen Vous",LePen
198,198,RT @Siphano: MLP est ridicule elle est venu pour attaquer et non débattre. Son temps de parole lui sert à critiquer son adversaire. Risible… ,0,2,2,2,0,1,0,MLP,None
199,199,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
200,200,"RT @jimmyfaitlcon: -moi je suis proche des salariés
-nan c'est moi
-nan c'est pas vrai c'est moi
-menteur c'est moi
#2017LeDébat ",0,2,2,0,0,0,0,None,None
201,201,RT @EnMarcheTcgLys: 21h46 à ma montre ,Nan,2,2,2,0,0,1,None,None
202,202,"RT @Marsupi_L_Ami: Il ne manque plus que #Macron à la Une de #ChasseEtPêche et #Playboy et on est complet... 😏

#Débat2017 #2017LeDébat htt… ",1,2,2,2,0,0,1,#Macron,Macron
203,203,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
204,204,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
205,205,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
206,206,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
207,207,The latest Le Journal d'Uqbar!   #abonnés #2017ledebat ,Nan,2,2,2,0,0,1,Uqbar,None
208,208,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",0,2,2,2,0,0,0,"Journaliste Vos,LePen Vous",LePen
209,209,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
210,210,Waarover gaat politiek eigenlijk?Goeie vraag maar niemand geeft er een duidelijk antwoord op uitgezonderd de ara-BIEREN #2017leDébat ,Nan,2,2,2,0,0,1,Waarover,None
211,211,RT @SteeveBriois: #Macron / #Hollande : même bilan ! Vous en revoulez pour 5 ans ? #Débat2017 #2017LeDébat ,Nan,2,2,2,1,1,1,#Macron,Macron
212,212,"RT @AQuatennens: #2017LeDebat La politique liquéfiée ! Aucune vision , rien sur les grands défis écologiques , sociaux et démocratiques. #Ren… ",0,2,2,2,0,1,0,None,None
213,213,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
214,214,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",0,2,2,2,0,0,0,"Journaliste Vos,LePen Vous",LePen
215,215,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",0,2,2,2,0,0,0,"Journaliste Vos,LePen Vous",LePen
216,216,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
217,217,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
218,218,RT @SteeveBriois: #Macron / #Hollande : même bilan ! Vous en revoulez pour 5 ans ? #Débat2017 #2017LeDébat ,Nan,2,2,2,1,1,1,#Macron,Macron
219,219,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
220,220,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",0,2,2,2,0,0,0,"Journaliste Vos,LePen Vous",LePen
221,221,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
222,222,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
223,223,"RT @AQuatennens: #2017LeDebat  Après un tel vide , une certitude : Quelle que soit l'issue , ça ne tiendra pas 5 ans. Tenons-nous prêts ! #Re… ",0,2,2,2,0,1,0,None,None
224,224,"RT @AQuatennens: #2017LeDebat  Après un tel vide , une certitude : Quelle que soit l'issue , ça ne tiendra pas 5 ans. Tenons-nous prêts ! #Re… ",0,2,2,2,0,1,0,None,None
225,225,RT @redwaen59250: @EmmanuelMacron Le Pen parle de Macron. Macron parle de la France. #2017LeDebat ,Nan,0,2,0,0,0,0,"Macron,Macron",Macron
226,226,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
227,227,"RT @jimmyfaitlcon: -moi je suis proche des salariés
-nan c'est moi
-nan c'est pas vrai c'est moi
-menteur c'est moi
#2017LeDébat ",0,2,2,0,0,0,0,None,None
228,228,RT @redwaen59250: @EmmanuelMacron Le Pen parle de Macron. Macron parle de la France. #2017LeDebat ,Nan,0,2,0,0,0,0,"Macron,Macron",Macron
229,229,"RT @Marsupi_L_Ami: T'avais dit qu'on ferait des knackis...

Nathalie Saint-Cricq

#LeGrandDébat  #2017LeDébat  ",Nan,2,2,2,1,1,1,Nathalie,None
230,230,Nos voisins s'intéressent à #Presidentielle2017 #2017LeDebat #voyance ,Nan,2,2,2,0,0,1,None,None
231,231,RT @SteeveBriois: Le bilan de #Macron lorsqu'il était conseiller économique de François #Hollande a été catastrophique ! #Débat2017 #2017Le… ,Nan,2,2,2,0,1,0,"François,#Macron",Macron
232,232,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
233,233,RT @SteeveBriois: Le bilan de #Macron lorsqu'il était conseiller économique de François #Hollande a été catastrophique ! #Débat2017 #2017Le… ,Nan,2,2,2,0,1,0,"François,#Macron",Macron
234,234,"RT @jimmyfaitlcon: -moi je suis proche des salariés
-nan c'est moi
-nan c'est pas vrai c'est moi
-menteur c'est moi
#2017LeDébat ",0,2,2,0,0,0,0,None,None
235,235,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",0,2,2,2,0,0,0,"Journaliste Vos,LePen Vous",LePen
236,236,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",0,2,2,2,0,0,0,"Journaliste Vos,LePen Vous",LePen
237,237,RT @AdelineNoirmain: Il manque quand même quelqu'un pour élever le débat ... @FrancoisFillon revenez ! #2017LeDebat ,0,2,2,2,0,1,0,None,None
238,238,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",0,2,2,2,0,0,0,"Journaliste Vos,LePen Vous",LePen
239,239,RT @jimmyfaitlcon: Elle s'est fait un ptit smoky  :) #2017LeDebat ,Nan,2,2,2,0,0,0,None,None
240,240,"RT @AQuatennens: #2017LeDebat  Après un tel vide , une certitude : Quelle que soit l'issue , ça ne tiendra pas 5 ans. Tenons-nous prêts ! #Re… ",0,2,2,2,0,1,0,None,None
241,241,"RT @jimmyfaitlcon: -moi je suis proche des salariés
-nan c'est moi
-nan c'est pas vrai c'est moi
-menteur c'est moi
#2017LeDébat ",0,2,2,0,0,0,0,None,None
242,242,RT @Siphano: MLP est ridicule elle est venu pour attaquer et non débattre. Son temps de parole lui sert à critiquer son adversaire. Risible… ,0,2,2,2,0,1,0,MLP,None
243,243,"RT @Marsupi_L_Ami: Il ne manque plus que #Macron à la Une de #ChasseEtPêche et #Playboy et on est complet... 😏

#Débat2017 #2017LeDébat htt… ",1,2,2,2,0,0,1,#Macron,Macron
244,244,"RT @SteeveBriois: #Macron est apparu comme le candidat de Hollande , assumant le bilan de Hollande. Le changement ne viendra que de Marine !… ",1,2,2,2,1,0,0,"Hollande,Hollande,Marine,#Macron",None
245,245,RT @SteeveBriois: #Macron / #Hollande : même bilan ! Vous en revoulez pour 5 ans ? #Débat2017 #2017LeDébat ,Nan,2,2,2,1,1,1,#Macron,Macron
246,246,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
247,247,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
248,248,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",0,2,2,2,0,0,0,"Journaliste Vos,LePen Vous",LePen
249,249,"RT @Theo_Lsx: -"" Ohhh j'suis pas venu ici pour souffrir okeyyy ?? #2017LeDebat  ",0,1,2,1,1,1,1,None,None
250,250,"RT @Theo_Lsx: -"" Ohhh j'suis pas venu ici pour souffrir okeyyy ?? #2017LeDebat  ",0,1,2,1,1,1,1,None,None
251,251,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
252,252,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
253,253,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
254,254,"RT @AQuatennens: #2017LeDebat  Après un tel vide , une certitude : Quelle que soit l'issue , ça ne tiendra pas 5 ans. Tenons-nous prêts ! #Re… ",0,2,2,2,0,1,0,None,None
255,255,"RT @Goethe59: Nathalie Saint-Cricq déclare que le camp Le Pen était mortifié après le débat... 
Tu m'étonnes !!!!! 😏 #France2 #20h #2017LeD… ",Nan,2,2,2,0,0,1,Nathalie,None
256,256,"RT @ChristopheGen: ""Maréchal Ducono"" , poème de Robert Desnos dédié à Pétain 
#2017LeDebat  ",Nan,2,2,2,0,0,1,"Maréchal,Robert Desnos,Pétain",None
257,257,"RT @TheoEl3: Quand je pense que si on avait eu Macron et Mélenchon au second tour , on aurait eu un vrai débat d'idées. Quel gâchi .. #2017L… ",0,2,2,2,0,1,0,Macron,Macron
258,258,RT @Mushway: Je remplacerai le stage en entreprise des élèves de 4eme par un stage a la GayPride #2017LeDebat ,Nan,2,2,2,0,1,0,None,None
259,259,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
260,260,"RT @jimmyfaitlcon: La vie d'ma mère j'vais les bomber , y m'connaissent pas putain je vais craquer... #2017LeDebat  ",0,1,2,1,1,1,1,None,None
261,261,"RT @jimmyfaitlcon: -moi je suis proche des salariés
-nan c'est moi
-nan c'est pas vrai c'est moi
-menteur c'est moi
#2017LeDébat ",0,2,2,0,0,0,0,None,None
262,262,"RT @jimmyfaitlcon: La vie d'ma mère j'vais les bomber , y m'connaissent pas putain je vais craquer... #2017LeDebat  ",0,1,2,1,1,1,1,None,None
263,263,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
264,264,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
#2017LeDebat  #GrandDebat 
  ",1,2,2,2,0,0,1,Leees,None
265,265,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
#2017LeDebat  #GrandDebat 
  ",1,2,2,2,0,0,1,Leees,None
266,266,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",0,2,2,2,0,0,0,"Journaliste Vos,LePen Vous",LePen
267,267,RT @Siphano: MLP est ridicule elle est venu pour attaquer et non débattre. Son temps de parole lui sert à critiquer son adversaire. Risible… ,0,2,2,2,0,1,0,MLP,None
268,268,"RT @AQuatennens: #2017LeDebat  Après un tel vide , une certitude : Quelle que soit l'issue , ça ne tiendra pas 5 ans. Tenons-nous prêts ! #Re… ",0,2,2,2,0,1,0,None,None
269,269,RT @Siphano: MLP est ridicule elle est venu pour attaquer et non débattre. Son temps de parole lui sert à critiquer son adversaire. Risible… ,0,2,2,2,0,1,0,MLP,None
270,270,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
271,271,RT @Siphano: MLP est ridicule elle est venu pour attaquer et non débattre. Son temps de parole lui sert à critiquer son adversaire. Risible… ,0,2,2,2,0,1,0,MLP,None
272,272,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
273,273,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
274,274,"RT @JeanVanhille: -Que proposez vous Mme Lepen?
-Ce que propose Macron c'est de la merde!
-Mais vous proposez quoi en fait?
#2017LeDebat ",0,0,0,0,0,0,0,Macron,Macron
275,275,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",0,2,2,2,0,0,0,"Journaliste Vos,LePen Vous",LePen
276,276,"RT @Marsupi_L_Ami: Il ne manque plus que #Macron à la Une de #ChasseEtPêche et #Playboy et on est complet... 😏

#Débat2017 #2017LeDébat htt… ",1,2,2,2,0,0,1,#Macron,Macron
277,277,RT @AdelineNoirmain: Il manque quand même quelqu'un pour élever le débat ... @FrancoisFillon revenez ! #2017LeDebat ,0,2,2,2,0,1,0,None,None
278,278,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",0,2,2,2,0,0,0,"Journaliste Vos,LePen Vous",LePen
279,279,"RT @AQuatennens: #2017LeDebat La politique liquéfiée ! Aucune vision , rien sur les grands défis écologiques , sociaux et démocratiques. #Ren… ",0,2,2,2,0,1,0,None,None
280,280,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
#2017LeDebat  #GrandDebat 
  ",1,2,2,2,0,0,1,Leees,None
281,281,"RT @Marsupi_L_Ami: Il ne manque plus que #Macron à la Une de #ChasseEtPêche et #Playboy et on est complet... 😏

#Débat2017 #2017LeDébat htt… ",1,2,2,2,0,0,1,#Macron,Macron
282,282,"RT @Marsupi_L_Ami: Il ne manque plus que #Macron à la Une de #ChasseEtPêche et #Playboy et on est complet... 😏

#Débat2017 #2017LeDébat htt… ",1,2,2,2,0,0,1,#Macron,Macron
283,283,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
284,284,RT @AdelineNoirmain: Il manque quand même quelqu'un pour élever le débat ... @FrancoisFillon revenez ! #2017LeDebat ,0,2,2,2,0,1,0,None,None
285,285,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
286,286,"RT @Marsupi_L_Ami: T'avais dit qu'on ferait des knackis...

Nathalie Saint-Cricq

#LeGrandDébat  #2017LeDébat  ",Nan,2,2,2,1,1,1,Nathalie,None
287,287,RT @Siphano: MLP est ridicule elle est venu pour attaquer et non débattre. Son temps de parole lui sert à critiquer son adversaire. Risible… ,0,2,2,2,0,1,0,MLP,None
288,288,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
#2017LeDebat  #GrandDebat 
  ",1,2,2,2,0,0,1,Leees,None
289,289,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
290,290,RT @marouaneyounsi: En direct du QG de #MarineLePen qui cherche encore la feuille pour contrer #@EmmanuelMacron 😂 #2017ledebat #EnMarche #L… ,1,2,2,2,1,0,1,"#MarineLePen,@EmmanuelMacron",None
291,291,RT @Siphano: Macron est sacrément calé dans ce qu'il dit pour quelqu'un qui n'a soit disant pas de programme.. #2017LeDébat ,0,2,2,2,0,1,0,Macron,Macron
292,292,RT @redwaen59250: @EmmanuelMacron Le Pen parle de Macron. Macron parle de la France. #2017LeDebat ,Nan,0,2,0,0,0,0,"Macron,Macron",Macron
293,293,"RT @Siphano: MLP a peut être dediabolisé le FN , mais elle prouve ce soir qu'elle n'est pas capable de faire mieux qu'un débat de bistrot. #… ",1,2,2,2,0,0,0,MLP,None
294,294,"RT @AQuatennens: #2017LeDebat La politique liquéfiée ! Aucune vision , rien sur les grands défis écologiques , sociaux et démocratiques. #Ren… ",0,2,2,2,0,1,0,None,None
295,295,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
296,296,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",0,2,2,2,0,0,0,"Journaliste Vos,LePen Vous",LePen
297,297,"RT @AQuatennens: #2017LeDebat La politique liquéfiée ! Aucune vision , rien sur les grands défis écologiques , sociaux et démocratiques. #Ren… ",0,2,2,2,0,1,0,None,None
298,298,RT @WiIIiam_FN: Macron wants to give MORE French money to the European Union gangsters! Marine Le Pen wants to give it back to the people.… ,Nan,2,2,2,0,0,1,"Macron,MORE French,European Union",Macron
299,299,RT @WiIIiam_FN: Marine Le Pen is right,1,2,2,2,0,0,1,Marine Le Pen,LePen
300,300,RT @WiIIiam_FN: Macron wants to give MORE French money to the European Union gangsters! Marine Le Pen wants to give it back to the people.… ,Nan,2,2,2,0,0,1,"Macron,MORE French,European Union",Macron
301,301,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",0,2,2,2,0,0,0,"Journaliste Vos,LePen Vous",LePen
302,302,RT @SteeveBriois: #Macron / #Hollande : même bilan ! Vous en revoulez pour 5 ans ? #Débat2017 #2017LeDébat ,Nan,2,2,2,1,1,1,#Macron,Macron
303,303,"RT @AQuatennens: #2017LeDebat La politique liquéfiée ! Aucune vision , rien sur les grands défis écologiques , sociaux et démocratiques. #Ren… ",0,2,2,2,0,1,0,None,None
304,304,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
305,305,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",0,2,2,2,0,0,0,"Journaliste Vos,LePen Vous",LePen
306,306,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
307,307,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
308,308,"RT @SteeveBriois: #Macron est apparu comme le candidat de Hollande , assumant le bilan de Hollande. Le changement ne viendra que de Marine !… ",1,2,2,2,1,0,0,"Hollande,Hollande,Marine,#Macron",None
309,309,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
310,310,RT @2m1journaliste: Ce que doit être le rôle des #journalistes dans la campagne présidentielle #2017LeDebat Le Pen-Macron cf. @jattali ,Nan,2,2,2,0,0,0,None,None
311,311,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",0,2,2,2,0,0,0,"Journaliste Vos,LePen Vous",LePen
312,312,"#2017LeDebat : Total de 16 ,3 millions de téléspectateurs.  ",Nan,2,2,2,1,0,1,Total,None
313,313,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
314,314,"RT @Marsupi_L_Ami: Bonjour ,

Vous avez le Tchoupi Magazine spécial #Macron?

#Débat2017  #2017LeDébat  ",Nan,2,2,2,0,0,1,"Bonjour,#Macron",Macron
315,315,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",0,2,2,2,0,0,0,"Journaliste Vos,LePen Vous",LePen
316,316,"RT @Goethe59: Nathalie Saint-Cricq déclare que le camp Le Pen était mortifié après le débat... 
Tu m'étonnes !!!!! 😏 #France2 #20h #2017LeD… ",Nan,2,2,2,0,0,1,Nathalie,None
317,317,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
318,318,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
319,319,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
320,320,RT @sbast1: Avec @jeanlassalle on aurait rien compris mais au moins on se serait marré #2017LeDébat #2017LeDebat ,0,2,2,2,1,1,0,None,None
321,321,"RT @hb_xpredator: Journaliste : Vos propositions pour l'aide aux handicapés ? 

LePen : Vous savez l'immigration..

 #2017LeDebat  ",0,2,2,2,0,0,0,"Journaliste Vos,LePen Vous",LePen
322,322,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
323,323,"RT @AQuatennens: #2017LeDebat La politique liquéfiée ! Aucune vision , rien sur les grands défis écologiques , sociaux et démocratiques. #Ren… ",0,2,2,2,0,1,0,None,None
324,324,"RT @flemmmmme: ""Leees lumières du phare d'Aleeeeeexandriiiiie""
  
#2017LeDebat ",1,2,2,2,0,0,1,Leees,None
325,325,RT @Siphano: MLP est ridicule elle est venu pour attaquer et non débattre. Son temps de parole lui sert à critiquer son adversaire. Risible… ,0,2,2,2,0,1,0,MLP,None
